URL,category_code,category_description,date_added,source,notes
nomer-org.website,COMT,Communication Tools,2019-11-17,Netalitica,phone book for different cities
2gis.rumoscow,CTRL,Control content,2019-11-17,Netalitica,online map of Moscow
europaplus.ru,CULTR,Culture,2019-11-17,Netalitica,Russian online music
piter.fm,CULTR,Culture,2019-11-17,Netalitica,Russian radio station playing songs
multitran.com,CULTR,Culture,2019-11-17,Netalitica,online dictionaries
dic.academic.ru,CULTR,Culture,2019-11-17,Netalitica,academic online dictionaries
bibliotekar.ru,CULTR,Culture,2019-11-17,Netalitica,on Russian history
peoples.ru,CULTR,Culture,2019-11-17,Netalitica,bios of influential people
nkj.ru,CULTR,Culture,2019-11-17,Netalitica,science journal
naked-science.ru,CULTR,Culture,2019-11-17,Netalitica,science journal
spr.ru,COMM,E-commerce,2019-11-17,Netalitica,catalogue of various businesses
life.ru,NEWS,News Media,2019-11-17,Netalitica,
101.ru,NEWS,News Media,2019-11-17,Netalitica,aggregator of Russian radio stations
radiovesti.ru,NEWS,News Media,2019-11-17,Netalitica,Russian radio station
moskva.fm,NEWS,News Media,2019-11-17,Netalitica,Russian radio station
radiopotok.ru,NEWS,News Media,2019-11-17,Netalitica,aggregator of Russian radio stations
radiomayak.ru,NEWS,News Media,2019-11-17,Netalitica,popular Russian radio station
radiosputnik.ria.ru,NEWS,News Media,2019-11-17,Netalitica,Radio Sputnik
sprashivai.ru,GRP,Social Networking,2019-11-17,Netalitica,
narkotiki.ru,ALDR,Alcohol & Drugs,2019-12-09,Netalitica,
nodrugs.ru,ALDR,Alcohol & Drugs,2019-12-09,Netalitica,
forum.lingvolive.com,COMT,Communication Tools,2019-12-09,Netalitica,forum for linguists
mamadu.rutransl.htm,COMT,Communication Tools,2019-12-09,Netalitica,online dictionaries
netman.ru,COMT,Communication Tools,2019-12-09,Netalitica,
nextmail.ru,COMT,Communication Tools,2019-12-09,Netalitica,email service
accounts.google.comsignup,COMT,Communication Tools,2019-12-09,Netalitica,
mail.km.ru,COMT,Communication Tools,2019-12-09,Netalitica,email service
perevedem.ru,COMT,Communication Tools,2019-12-09,Netalitica,online translation service
pochta.ru,COMT,Communication Tools,2019-12-09,Netalitica,Russian Post site
scepsis.ru,CULTR,Culture,2019-12-09,Netalitica,
aport.ru,COMM,E-commerce,2019-12-09,Netalitica,online store
mamadu.ru,COMM,E-commerce,2019-12-09,Netalitica,real estate in Russia
araxgroup.ru,COMM,E-commerce,2019-12-09,Netalitica,business software
1c-bitrix.ru,COMM,E-commerce,2019-12-09,Netalitica,Software developers
forest.ru,ENV,Environment,2019-12-09,Netalitica,focus on forestry in Russia
iucn.ru,ENV,Environment,2019-12-09,Netalitica,
ecodefense.ru,ENV,Environment,2019-12-09,Netalitica,green organization
greenpeace.ru,ENV,Environment,2019-12-09,Netalitica,Greenpeace Russia
ru.onlinecasinos5.ru,GMB,Gambling,2019-12-09,Netalitica,
goldfishka68.com,GMB,Gambling,2019-12-09,Netalitica,
grand-casino0.comgrand,GMB,Gambling,2019-12-09,Netalitica,
goldfishka.ru,GMB,Gambling,2019-12-09,Netalitica,
iz.rublog,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,Izvestia blogs
ria.rublogs,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,RIA News blogs
blogdir.ru,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,blogging platform
diary.ru,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,blogs
trud.org,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,domain registration
elhosting.ru,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,Hosting and domain registration
hc.ru,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,Hosting services
itblogs.ru,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,hosting
livemy.info,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,hosting
mchost.ru,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,hosting
my.mail.ru,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,email service
alexhost.ru,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,hosting
blogger.comabout?hl=ru,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,blogging platform
reg.ru,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,hosting
yandex.rublogs,HOST,Hosting and Blogging Platforms,2019-12-09,Netalitica,
okpz.freeservers.com,HUMR,Human Rights Issues,2019-12-09,Netalitica,focus on prisinors rights in Russia
publicverdict.org,HUMR,Human Rights Issues,2019-12-09,Netalitica,
unrussia.ru,HUMR,Human Rights Issues,2019-12-09,Netalitica,UN in Russia
ravenstvo.org,HUMR,Human Rights Issues,2019-12-09,Netalitica,protection of rights of workers
yhrm.org,HUMR,Human Rights Issues,2019-12-09,Netalitica,youth humen rights movement
zaprava.ru,HUMR,Human Rights Issues,2019-12-09,Netalitica,
hrpublishers.org,HUMR,Human Rights Issues,2019-12-09,Netalitica,
migrant.ru,HUMR,Human Rights Issues,2019-12-09,Netalitica,refugee orgs forum
refugee.ru,HUMR,Human Rights Issues,2019-12-09,Netalitica,refugee focus
memo.ru,HUMR,Human Rights Issues,2019-12-09,Netalitica,
sova-center.ru,HUMR,Human Rights Issues,2019-12-09,Netalitica,critical of authorities
bluesystem.info,LGBT,LGBT,2019-12-09,Netalitica,
softilla.ru,MMED,Media sharing,2019-12-09,Netalitica,
download.ruabout,MMED,Media sharing,2019-12-09,Netalitica,
republic.ru,NEWS,News Media,2019-12-09,Netalitica,
fergana.agency,NEWS,News Media,2019-12-09,Netalitica,"based in Russia, covers Central Asia states"
passion.ru,NEWS,News Media,2019-12-09,Netalitica,fashion focus
compromat.ru,NEWS,News Media,2019-12-09,Netalitica,
polithexogen.ru,NEWS,News Media,2019-12-09,Netalitica,Russian medium
akm.ru,NEWS,News Media,2019-12-09,Netalitica,
compromat.ru,NEWS,News Media,2019-12-09,Netalitica,
flb.ru,NEWS,News Media,2019-12-09,Netalitica,
inopressa.ru,NEWS,News Media,2019-12-09,Netalitica,foreign media on Russia
molgvardia.ru,NEWS,News Media,2019-12-09,Netalitica,
obozrevatel.com,NEWS,News Media,2019-12-09,Netalitica,Russian medium
pravdabeslana.ru,NEWS,News Media,2019-12-09,Netalitica,"Beslan tragedy - outdated, monitor"
strana.ru,NEWS,News Media,2019-12-09,Netalitica,
glazev.ru,NEWS,News Media,2019-12-09,Netalitica,
pravda.info,NEWS,News Media,2019-12-09,Netalitica,
ortho-rus.ru,NEWS,News Media,2019-12-09,Netalitica,forcus on south regions of Russia
regnum.ru,NEWS,News Media,2019-12-09,Netalitica,
dni.ru,NEWS,News Media,2019-12-09,Netalitica,
newsru.com,NEWS,News Media,2019-12-09,Netalitica,Russian medium
polit.ru,NEWS,News Media,2019-12-09,Netalitica,
russiajournal.com,NEWS,News Media,2019-12-09,Netalitica,Russian journal - archives
eurasia.org.ru,NEWS,News Media,2019-12-09,Netalitica,Eurasia focus
fca.narod.ru,NEWS,News Media,2019-12-09,Netalitica,Caucasus information portal
irex.ru,NEWS,News Media,2019-12-09,Netalitica,international business news
mideast.ru,NEWS,News Media,2019-12-09,Netalitica,news and email service
aif.ru,NEWS,News Media,2019-12-09,Netalitica,Russian medium
lenta.ru,NEWS,News Media,2019-12-09,Netalitica,Russian medium
novayagazeta.ru,NEWS,News Media,2019-12-09,Netalitica,Russian medium
provokator.com.ua,NEWS,News Media,2019-12-09,Netalitica,
rg.ru,NEWS,News Media,2019-12-09,Netalitica,Russian medium
ria.ru,NEWS,News Media,2019-12-09,Netalitica,RIA news
tass.ru,NEWS,News Media,2019-12-09,Netalitica,Russian information agency TASS
interfax.ru,NEWS,News Media,2019-12-09,Netalitica,Russian medium
kommersant.ru,NEWS,News Media,2019-12-09,Netalitica,Russian medium
kp.ru,NEWS,News Media,2019-12-09,Netalitica,Russian medium
dating.ru,DATE,Online Dating,2019-12-09,Netalitica,
holiday.ru,DATE,Online Dating,2019-12-09,Netalitica,
lubovy.ru,DATE,Online Dating,2019-12-09,Netalitica,
mydarling.ru,DATE,Online Dating,2019-12-09,Netalitica,
damochka.ru,DATE,Online Dating,2019-12-09,Netalitica,
love.mail.ru,DATE,Online Dating,2019-12-09,Netalitica,
loveplanet.ru,DATE,Online Dating,2019-12-09,Netalitica,
omen.ru,DATE,Online Dating,2019-12-09,Netalitica,
mamba.ru,DATE,Online Dating,2019-12-09,Netalitica,
rodina.ru,POLR,Political Criticism,2019-12-09,Netalitica,Russian political party
rufront.ru,POLR,Political Criticism,2019-12-09,Netalitica,
democracy.ru,POLR,Political Criticism,2019-12-09,Netalitica,
hrights.ru,POLR,Political Criticism,2019-12-09,Netalitica,
liberal.ru,POLR,Political Criticism,2019-12-09,Netalitica,
namarsh.ru,POLR,Political Criticism,2019-12-09,Netalitica,demonstrations in Russia coverage
prison.org,POLR,Political Criticism,2019-12-09,Netalitica,rights of prisinors
kasyanov.ru,POLR,Political Criticism,2019-12-09,Netalitica,Russian politician
namarsh.ru,POLR,Political Criticism,2019-12-09,Netalitica,about protest movements in Russia
agitclub.ru,POLR,Political Criticism,2019-12-09,Netalitica,Russia focus only
aglob.ru,POLR,Political Criticism,2019-12-09,Netalitica,
alternativy.ru,POLR,Political Criticism,2019-12-09,Netalitica,outdated but generates some traffic - monitor
agentura.ru,POLR,Political Criticism,2019-12-09,Netalitica,investigative journalism - Russia focus
transparency.org.ru,POLR,Political Criticism,2019-12-09,Netalitica,Transperancy Russia
a-sadov.livejournal.com,POLR,Political Criticism,2019-12-09,Netalitica,
stalinism.ru,POLR,Political Criticism,2019-12-09,Netalitica,on Stalin
libertarium.rulibertariumsorm,POLR,Political Criticism,2019-12-09,Netalitica,
civitas.ru,POLR,Political Criticism,2019-12-09,Netalitica,civil society resource
holmogor.livejournal.com,POLR,Political Criticism,2019-12-09,Netalitica,Russia focus
khodorkovsky.ru,POLR,Political Criticism,2019-12-09,Netalitica,political dissident
wsws.orgru1999dez1999heal-d03.shtml,PUBH,Public Health,2019-12-09,Netalitica,outdated but generates traffic - article on the Russian health system
medinkur.ru,PUBH,Public Health,2019-12-09,Netalitica,illegal sale of medical documentation
mosclinic.ru,PUBH,Public Health,2019-12-09,Netalitica,repository of Russian doctors and hospitals
znopr.ru,PUBH,Public Health,2019-12-09,Netalitica,Russia Helath Ministry
ligazn.ru,PUBH,Public Health,2019-12-09,Netalitica,
afew.orgru,PUBH,Public Health,2019-12-09,Netalitica,
doctorvic.ru,PUBH,Public Health,2019-12-09,Netalitica,
bitnet.ru,PUBH,Public Health,2019-12-09,Netalitica,psychological development focus
euro.who.intruhome,PUBH,Public Health,2019-12-09,Netalitica,World Health Organiztion - Russian page
who.inttopicsfamily_planningru,PUBH,Public Health,2019-12-09,Netalitica,WHO - Russian language
7ya.ru,PUBH,Public Health,2019-12-09,Netalitica,
buddhism.org.ru,REL,Religion,2019-12-09,Netalitica,
geo.orthodoxy.ru,REL,Religion,2019-12-09,Netalitica,Georgia Orthodox Church
shaman.aha.ru,REL,Religion,2019-12-09,Netalitica,
patriarchia.ru,REL,Religion,2019-12-09,Netalitica,Russian Orthodox Church
russianorthodoxchurch.ws,REL,Religion,2019-12-09,Netalitica,Russian church - aborad
satanistsite.narod.ru,REL,Religion,2019-12-09,Netalitica,
mospat.ruru,REL,Religion,2019-12-09,Netalitica,Russian Orthodox Church
buddhism.ru,REL,Religion,2019-12-09,Netalitica,
ru.yahoo.com,SRCH,Search Engines,2019-12-09,Netalitica,
yandex.rusoftpunto,SRCH,Search Engines,2019-12-09,Netalitica,keyboard layout app
wwwoman.ru,XED,Sex Education,2019-12-09,Netalitica,
wwwoman.rubezopasnyi-seks-razlichnye-sredstva-kontratsetsii-755.htm,XED,Sex Education,2019-12-09,Netalitica,
7ya.rupubcontr,XED,Sex Education,2019-12-09,Netalitica,
med2000.ru,XED,Sex Education,2019-12-09,Netalitica,
ucoz.ru,GRP,Social Networking,2019-12-09,Netalitica,website building service
kavkaz.tv,MILX,Terrorism and Militants,2019-12-09,Netalitica,
kinobolt.ru,FILE,File-sharing,2019-12-09,Netalitica,Russian torrent-tracker
tushkan.net,FILE,File-sharing,2019-12-09,Netalitica,Russian torrent-tracker
rutracker.orgforumindex.php,FILE,File-sharing,2019-12-09,Netalitica,Russian torrent-tracker
torrents3d.ru,FILE,File-sharing,2019-12-09,Netalitica,Russian torrent-tracker
alein.org,FILE,File-sharing,2019-12-09,Netalitica,Russian torrent-tracker
lostfilm.tv,FILE,File-sharing,2019-12-09,Netalitica,Russian torrent-tracker
nnmclub.toforumsearch.php?search_author=psycrow17,FILE,File-sharing,2019-12-09,Netalitica,Russian torrent-tracker
nnmclub.to,FILE,File-sharing,2019-12-09,Netalitica,Russian torrent-tracker
tapochek.netindex.php,FILE,File-sharing,2019-12-09,Netalitica,Russian torrent-tracker
megatfile.cc,FILE,File-sharing,2019-12-09,Netalitica,Russian torrent-tracker
uniongang.net,FILE,File-sharing,2019-12-09,Netalitica,Russian torrent-tracker
habr.comru,NEWS,News Media,2019-12-10,Netalitica,technology news
ixbt.com,NEWS,News Media,2019-12-10,Netalitica,technology news
cnews.ru,NEWS,News Media,2019-12-10,Netalitica,technology news
popmech.ru,NEWS,News Media,2019-12-10,Netalitica,technology news
xakep.ru,NEWS,News Media,2019-12-10,Netalitica,technology news
gagadget.com,NEWS,News Media,2019-12-10,Netalitica,technology news
hi-news.ru,NEWS,News Media,2019-12-10,Netalitica,medical and science news
iguides.ru,NEWS,News Media,2019-12-10,Netalitica,technology news
mail.rambler.ru,COMT,Communication Tools,2019-12-18,Netalitica,popular email service
msn.comru-ru,COMT,Communication Tools,2019-12-18,Netalitica,MSN service for Russia
ulmart.ru,COMM,E-commerce,2019-12-18,Netalitica,online shopping
rbc.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
vz.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
banki.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
forbes.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
finam.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
vestifinance.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
bfm.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
1prime.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
rb.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
dp.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
bankir.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
sostav.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
ekb.dk.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
finmarket.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
realty.ria.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
rbc.runewspaper,NEWS,News Media,2019-12-18,Netalitica,Business news
adindex.ru,NEWS,News Media,2019-12-18,Netalitica,Business news
finam.info,NEWS,News Media,2019-12-18,Netalitica,Business news
mirtesen.ru,NEWS,News Media,2019-12-18,Netalitica,
golbis.com,NEWS,News Media,2019-12-18,Netalitica,infotainment
na-svyazi.ru,NEWS,News Media,2019-12-18,Netalitica,regional news and infrmation portal for Chuvashia
mylove.ru,DATE,Online Dating,2019-12-18,Netalitica,
24open.ru,DATE,Online Dating,2019-12-18,Netalitica,
en.kismia.com,DATE,Online Dating,2019-12-18,Netalitica,
meendo.net,DATE,Online Dating,2019-12-18,Netalitica,
beboo.ru,DATE,Online Dating,2019-12-18,Netalitica,
teamo.ru,DATE,Online Dating,2019-12-18,Netalitica,
edarling.ru,DATE,Online Dating,2019-12-18,Netalitica,
chpoking.ru,DATE,Online Dating,2019-12-18,Netalitica,
match.privet.ru,DATE,Online Dating,2019-12-18,Netalitica,
znakomstva.ru,DATE,Online Dating,2019-12-18,Netalitica,
flirchi.ru,DATE,Online Dating,2019-12-18,Netalitica,
rlsnet.ru,PUBH,Public Health,2019-12-18,Netalitica,
vrachirf.ru,PUBH,Public Health,2019-12-18,Netalitica,
medportal.ru,PUBH,Public Health,2019-12-18,Netalitica,
calorizator.ru,PUBH,Public Health,2019-12-18,Netalitica,
rusmedserv.com,PUBH,Public Health,2019-12-18,Netalitica,
tiensmed.ru,PUBH,Public Health,2019-12-18,Netalitica,
meddaily.ru,PUBH,Public Health,2019-12-18,Netalitica,
medlinks.ru,PUBH,Public Health,2019-12-18,Netalitica,
doktornarabote.ru,PUBH,Public Health,2019-12-18,Netalitica,
003ms.ru,PUBH,Public Health,2019-12-18,Netalitica,
medikforum.ru,PUBH,Public Health,2019-12-18,Netalitica,
prodoctorov.ru,PUBH,Public Health,2019-12-18,Netalitica,doctors feedback
medkrug.ru,PUBH,Public Health,2019-12-18,Netalitica,
medsovet.info,PUBH,Public Health,2019-12-18,Netalitica,
consmed.ru,PUBH,Public Health,2019-12-18,Netalitica,
webapteka.ru,PUBH,Public Health,2019-12-18,Netalitica,drugs order online
medi.ru,PUBH,Public Health,2019-12-18,Netalitica,drugs information repository
medicalj.ru,PUBH,Public Health,2019-12-18,Netalitica,articles on mediical topics
vitaportal.ru,PUBH,Public Health,2019-12-18,Netalitica,healthy lifestyle and diet
03.ru,PUBH,Public Health,2019-12-18,Netalitica,medical consultaitons online
health.mail.ru,PUBH,Public Health,2019-12-18,Netalitica,
pravoslavie.ru,REL,Religion,2019-12-18,Netalitica,Orthodox Church
pravmir.rucategorycerkov,REL,Religion,2019-12-18,Netalitica,Orthodox Church
azbyka.ru,REL,Religion,2019-12-18,Netalitica,Orthodox Church
islam-today.ru,REL,Religion,2019-12-18,Netalitica,Orthodox Church
ruskline.ru,REL,Religion,2019-12-18,Netalitica,Orthodox Church
go.mail.ru,SRCH,Search Engines,2019-12-18,Netalitica,
sputnik.ru,SRCH,Search Engines,2019-12-18,Netalitica,search engine and news platform
webalta.ru,SRCH,Search Engines,2019-12-18,Netalitica,search engine and news platform
fotostrana.ru,GRP,Social Networking,2019-12-18,Netalitica,
qip.ru,GRP,Social Networking,2019-12-18,Netalitica,news and email service
professionali.ru,GRP,Social Networking,2019-12-18,Netalitica,connects proffesionals
vkrugudruzei.rureg,GRP,Social Networking,2019-12-18,Netalitica,
career.habr.com,GRP,Social Networking,2019-12-18,Netalitica,career search site
molodost.bz,GRP,Social Networking,2019-12-18,Netalitica,focus on business relations
postila.ru,GRP,Social Networking,2019-12-18,Netalitica,
pinme.ru,GRP,Social Networking,2019-12-18,Netalitica,
ozon.ru,COMM,E-commerce,2019-12-19,Netalitica,online shopping
wildberries.ru,COMM,E-commerce,2019-12-20,Netalitica,online shopping
citilink.ru,COMM,E-commerce,2019-12-21,Netalitica,online shopping
lamoda.ru,COMM,E-commerce,2019-12-22,Netalitica,online shopping
eldorado.ru,COMM,E-commerce,2019-12-23,Netalitica,online shopping
svyaznoy.ru,COMM,E-commerce,2019-12-24,Netalitica,online shopping
dns-shop.ru,COMM,E-commerce,2019-12-25,Netalitica,online shopping
labirint.ru,COMM,E-commerce,2019-12-26,Netalitica,online book store
litres.ru,COMM,E-commerce,2019-12-27,Netalitica,online book store
biglion.ru,COMM,E-commerce,2019-12-27,Netalitica,online shopping
sportmaster.ru,COMM,E-commerce,2019-12-28,Netalitica,online shopping
kupivip.ru,COMM,E-commerce,2019-12-29,Netalitica,online shopping
bonprix.ru,COMM,E-commerce,2019-12-29,Netalitica,online shopping
onlinetrade.ru,COMM,E-commerce,2019-12-29,Netalitica,online shopping
sotmarket.ru,COMM,E-commerce,2019-12-30,Netalitica,hardware online store
thg.ru,COMM,E-commerce,2019-12-30,Netalitica,hardware online store
1gay.ru,LGBT,LGBT,2019-11-22,citizenlab,
charitum.comdeti-kak-deti-sem-rasskazov-ukrainskix-lgbt-podrostkov,LGBT,LGBT,2019-11-22,citizenlab,
parniplus.com,LGBT,LGBT,2019-11-22,citizenlab,
mv.ecuo.org,PUBH,Public Health,2019-11-22,citizenlab,
upogau.org,LGBT,LGBT,2019-11-22,citizenlab,Gay Alliance Ukraine
xgay.rutogether,LGBT,LGBT,2019-11-22,citizenlab,
queerfest.ruru,LGBT,LGBT,2019-11-22,citizenlab,
bok-o-bok.ru,LGBT,LGBT,2019-11-22,citizenlab,
equaldex.comregionrussia,LGBT,LGBT,2019-11-22,citizenlab,
lgbt.org.ua,LGBT,LGBT,2019-11-22,citizenlab,
mcclgbt.com,LGBT,LGBT,2019-11-22,citizenlab,Moscow Community kavkazcenter
dodmayak.ru,LGBT,LGBT,2019-11-22,citizenlab,
reverslgbt.org,LGBT,LGBT,2019-11-22,citizenlab,
krilija.sp.ru,LGBT,LGBT,2019-11-22,citizenlab,
gay-sport.ru,LGBT,LGBT,2019-11-22,citizenlab,
msk-stimul.eu,LGBT,LGBT,2019-11-22,citizenlab,
shutterstock.com,MMED,Media sharing,2019-12-14,magma,reestr.rublacklist.netrecord1923489
xn--80aaifmgl1achx.xn--p1ai,GMB,Gambling,2014-04-15,citizenlab,
o-zine.ru,LGBT,LGBT,2020-01-20,OONI,Reportedly blocked by some ISPs in Russia
